id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
404688,Holiday Villa - Casa do Sobreiro,2016951,António Luís,GONDOMAR,Melres e Medas,41.07395,-8.41239,Entire home/apt,175,2,95,2024-11-03,0.68,1,271,5,32568/AL
411572,T0 (Studio for Peaceful Holidays by the Sea),2048592,Maria,VILA NOVA DE GAIA,São Félix da Marinha,41.03955,-8.64094,Entire home/apt,67,2,9,2024-08-22,0.32,1,364,2,
415993,"All Porto, Metro, University, Garage",2068687,Daniel & Maria,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.1857,-8.60196,Entire home/apt,52,6,46,2024-10-26,0.30,2,346,12,140140/AL
429790,Just a 5minute walk from the beach!,2136541,Maria,MATOSINHOS,Matosinhos e Leça da Palmeira,41.20166,-8.70635,Entire home/apt,40,4,160,2024-09-27,1.16,1,106,9,
457924,"Oporto ""Trindade"" Romantic Studio",480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15547,-8.60837,Entire home/apt,54,2,233,2024-11-03,1.52,4,365,29,75534/AL
485699,A 2 min da Praia -a 20 min do Porto,2404540,Marco,VILA DO CONDE,Vila do Conde,41.345,-8.75086,Entire home/apt,80,3,40,2024-10-03,0.31,1,237,4,14159/AL
486268,Solar Piedade - FANTASTIC 5 bedroom villa,2406517,Hélder,VALONGO,Alfena,41.23712,-8.53118,Entire home/apt,219,3,61,2024-12-09,0.48,1,148,19,15264/AL
502059,Home in the geographic center Porto,2477477,Monica,PORTO,Ramalde,41.16643,-8.6377,Private room,,1,243,2018-08-27,1.59,1,0,0,
510404,Guest-House in the centre of Porto,2514783,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15605,-8.60928,Private room,28,6,174,2024-11-07,1.16,4,268,4,49685/AL
510406,Guest-House in the centre of Porto,2514783,Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15194,-8.60782,Private room,29,6,221,2024-09-25,1.56,4,267,5,49685/AL
518534,RIVERTOP by YoursPorto,1675750,YoursPorto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14002,-8.61519,Entire home/apt,80,1,466,2024-11-29,3.06,21,262,33,7437/AL
530692,Very spacious and bright room downtown 621 2F,2606384,Fernanda,PORTO,Bonfim,41.15145,-8.6017,Private room,30,5,52,2024-11-18,0.41,10,187,23,
536698,conforto e qualidade,784206,Ana,MAIA,Pedrouços,41.18751,-8.58391,Private room,100,1,0,,,1,365,0,
538055,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14943,-8.62047,Private room,,2,0,,,10,348,0,5525/AL
538059,Pensão Favorita,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14909,-8.61971,Private room,,2,7,2024-08-05,0.11,10,288,3,5525/AL
538061,Pensão Favorita,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14883,-8.61899,Private room,,2,2,2022-07-03,0.06,10,322,0,5525/AL
538062,Pensão Favorita,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15043,-8.62059,Private room,149,2,0,,,10,342,0,5525/AL
538064,Pensão Favorita,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14857,-8.61936,Private room,,2,0,,,10,313,0,5525/AL
538066,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15059,-8.61917,Private room,100,2,1,2019-06-09,0.01,10,348,0,5525/AL
538069,PENSÃO FAVORITA,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14942,-8.61931,Private room,,2,0,,,10,348,0,5525/AL
546381,Citybreak - Apartments -  Mercados,2686177,Citybreak,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14221,-8.61413,Entire home/apt,128,1,12,2019-07-30,0.08,27,361,0,40436/AL
562251,Citybreak - Apartments - Pátio,2686177,Citybreak,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.141,-8.61376,Entire home/apt,224,1,37,2020-02-27,0.25,27,347,0,40626/AL
565255,Oporto Center Private Room1,480980,Paula,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15404,-8.60415,Private room,48,3,361,2024-12-07,2.39,4,357,19,
571382,Porto Leça Beach Flat in Matosinhos,2812007,João,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18971,-8.70026,Entire home/apt,,3,277,2024-07-24,1.90,6,3,16,33782/AL
573687,"3º- Dream corner by waterfalls, 20 min to Porto",680010,Liana,PAREDES,Parada de Todeia,41.158642,-8.378835,Entire home/apt,138,2,33,2024-09-29,0.24,7,139,6,25639/AL
577242,Big House Near Porto and beachs,2838878,Dulce,SANTA MARIA DA FEIRA,Argoncilhe,41.02648,-8.53928,Entire home/apt,210,5,70,2024-11-02,0.48,1,213,8,
581356,"Toc Toc Studio, Fun Bijou Retreat in a Historic Building",2712090,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14443,-8.61755,Entire home/apt,64,2,583,2024-12-08,3.87,2,327,36,30100/AL
581402,Big private bedroom with private WC,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,,2,35,2019-07-31,0.23,6,0,0,AL 52876
582405,Minimalist House 2 bedrooms Porto,2868260,Henrique,PORTO,Bonfim,41.15663,-8.60033,Entire home/apt,60,5,156,2024-10-25,1.05,1,68,17,18642/AL
587499,Oporto Downtown Loft - Clérigos,2897689,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1474,-8.61528,Entire home/apt,60,2,536,2024-10-31,3.58,1,349,44,6209/AL
597262,Lavra Stay Beach & SPA (sea/pool view),2953301,Paulo,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.26498031616211,-8.720980644226074,Private room,38,2,34,2024-10-26,1.88,2,71,24,135941/AL
598806,Cozy t1 apartment in Porto city Center,2962322,Catherine,PORTO,Bonfim,41.14727,-8.59793,Entire home/apt,69,3,59,2022-09-06,0.39,1,89,0,
604702,Casa da Paz | Vintage House with garden,2993425,"Maria, Gabriela & Tiago",PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15667,-8.62764,Entire home/apt,55,2,436,2024-12-07,2.92,1,274,29,34224/AL
605605,3 Room Luxury Apartment in City Centre - nr96,2999213,Feriarcos,VILA DO CONDE,Vila do Conde,41.3536,-8.7428,Entire home/apt,105,2,20,2024-11-03,0.16,2,309,4,64412/AL
609453,Porto center-Priv. room w/ WC&WI-FI,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14849,-8.60406,Private room,,2,73,2019-09-21,0.49,6,0,0,AL 52876
609455,Double room ensuite in the center,2861881,Sofia & Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.148804,-8.604039,Private room,,2,63,2019-09-21,0.42,6,0,0,AL 52876
619218,Kitchnette Studio in Porto's Downtown,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,45,2,547,2024-11-03,3.65,5,365,43,30401/AL
620462,Porto Ribeira Moments - Apartamento,3074362,Adérito,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14175,-8.61355,Entire home/apt,76,3,251,2024-10-25,2.42,1,361,33,36689/AL
620628,Cedofeita Downtown | Historic Center,2220420,Tomás,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1475,-8.61796,Entire home/apt,69,3,487,2024-11-24,3.25,8,365,48,44408/AL
621663,3 Room Luxury Apartment in City Centre - nr98,2999213,Feriarcos,VILA DO CONDE,Vila do Conde,41.3544,-8.7431,Entire home/apt,95,2,14,2024-09-18,0.09,2,320,4,64412/AL
621980,Kitchnette Studio in Porto's Downtown II,1651078,Lurdes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15448,-8.61451,Entire home/apt,43,2,574,2024-10-27,3.82,5,365,41,30401/AL
627273,Red Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14037,-8.61482,Entire home/apt,70,2,474,2024-11-23,3.17,13,241,54,7293/AL
628004,Purple Oporto Home River Front - Ribeira,2010935,Diana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14091,-8.61545,Entire home/apt,63,2,225,2024-11-07,1.51,13,260,13,6851/AL
628606,Porto Downtown Apartment,3122657,Sevenwindows,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15538,-8.60717,Entire home/apt,,2,125,2020-04-05,0.83,1,0,0,62657/AL
638432,Very spacious room in townhouse downtown 1F,2606384,Fernanda,PORTO,Bonfim,41.15208435058594,-8.602394104003906,Private room,28,5,56,2024-10-15,0.40,10,244,15,
640344,Casa da Belavista 2 - Foz Velha- Porto,3197326,Luís Manuel De Saldanha,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14801,-8.66768,Entire home/apt,123,360,11,2020-07-18,0.09,2,303,0,80872/AL
659341,River&Bridges apartments 1 in Porto,3326280,Rui,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13664,-8.60832,Entire home/apt,58,2,701,2024-12-09,4.76,2,224,57,2221/AL
663607,apartment 10min walking to downtown,3284341,Mariana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1587,-8.63108,Entire home/apt,73,4,89,2024-10-14,0.63,2,356,15,13618/AL
681306,Modern Flat with Patio in Historic Jewish Quarter,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14259,-8.61713,Entire home/apt,78,1,198,2024-08-01,1.33,6,324,5,7155/AL
681307,PentHouse Apartment in a Central Building,3469454,Lígia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14382,-8.61732,Entire home/apt,191,1,348,2024-12-02,2.67,6,302,38,600/AL
1288357,Vitória - Central and Rustic Studio,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14327,-8.61639,Entire home/apt,45,1,552,2024-12-01,3.96,16,343,58,
1289907,Mouzinho 134 - Historical Center - White,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,72,2,549,2024-12-08,3.94,9,365,26,6468/AL
1293257,Mouzinho 134 - Historical Center - Pink,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,71,2,448,2024-12-08,3.22,9,365,35,6478/AL
1296230,Wine Hostel - Private Room Ensuit,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14631,-8.61804,Private room,,1,3,2023-03-03,0.02,6,325,0,55451/AL
1296253,Wine Hostel -  4 Bed Mixed Dorm Ensuite,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14633,-8.61798,Shared room,41,1,67,2024-10-05,0.53,6,333,3,55451/AL
1296270,Wine Hostel - 6 Bed Mixed Dorm / Shared bathroom,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14617,-8.61684,Shared room,36,1,159,2024-10-16,1.26,6,335,16,55451/AL
1296278,Wine Hostel - 6 Bed Mixed Dorm  Ensuite,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14646,-8.61826,Shared room,36,1,111,2024-12-08,0.86,6,335,5,55451/AL
1963785,Casais da Bandeirinha,10145870,Cristina,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14404,-8.62109,Entire home/apt,110,3,290,2024-11-03,2.17,1,301,29,5705/AL
2013451,Room in this great house/garden -3,2449196,Gustavo,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17935,-8.67827,Private room,50,15,2,2024-08-31,0.26,2,63,2,
2031487,OPorto Cheers Gaia - Train Station & free parking,3043794,João,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.129783630371094,-8.618280410766602,Entire home/apt,69,3,59,2024-10-18,0.48,3,93,4,
2044048,Apart by the beach in trendy place,3284341,Mariana,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15875,-8.68312,Entire home/apt,92,5,1,2015-07-23,0.01,2,343,0,
2077417,Tapada S.Domingos-Casa S.Sebastião,10616005,Sebastiao,GONDOMAR,Foz do Sousa e Covelo,41.07506,-8.50582,Entire home/apt,219,3,8,2024-05-05,0.25,4,341,2,
2083027,Casa da Adega _ Quinta do Arco QA,10602021,Lucio,TROFA,Alvarelhos e Guidões,41.31074,-8.61901,Entire home/apt,130,4,50,2024-08-31,0.44,1,346,3,27348/AL
2096695,Tapada S.Domingos-Casa Mª Adelina,10616005,Sebastiao,GONDOMAR,Foz do Sousa e Covelo,41.07469,-8.50592,Entire home/apt,272,3,5,2024-09-07,0.04,4,345,2,
2096806,Tapada S.Domingos-Casa S.Miguel,10616005,Sebastiao,GONDOMAR,Foz do Sousa e Covelo,41.0746,-8.50416,Entire home/apt,248,3,1,2022-06-02,0.03,4,322,0,
2107649,Sunny Apartment on the Beach !,2336246,Cesar,VILA DO CONDE,Azurara,41.33886,-8.73986,Entire home/apt,76,4,74,2024-11-04,0.56,1,278,13,
2190462,Estudio no centro do Porto,11171256,Fatima,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15523,-8.60941,Entire home/apt,28,30,10,2024-07-31,0.26,1,87,3,
2205675,Seaside Surf Golf City - 3 Bedrooms,11253492,Sergio,VILA NOVA DE GAIA,Arcozelo,41.06994,-8.65083,Entire home/apt,95,4,42,2020-09-16,0.33,1,1,0,90477/AL
2230553,Charming. Family friendly. Central.,10675704,Fernando Salvador,PORTO,Bonfim,41.15609,-8.59878,Entire home/apt,45,4,317,2024-11-24,2.41,1,226,23,65451/AL
2258518,"VillaMaria, Porto, Beach & Holidays",11534430,Charlotte,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.2619,-8.71675,Entire home/apt,321,2,11,2019-08-13,0.09,2,337,0,178337862
2296329,Basic Studio With Top Location and View . Carmo 4,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14777,-8.61818,Entire home/apt,40,2,350,2024-12-07,2.68,7,312,49,19340/AL
2297238,2 bedroom apartment near Lello Bookshop - balcony,3944088,Estudios,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14831,-8.61605,Entire home/apt,52,2,431,2024-11-30,3.28,7,315,60,18961/AL
2302948,Feel Porto Downtown Heaven,2228036,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15028,-8.60696,Entire home/apt,,1,136,2024-08-15,1.03,112,287,11,51550/AL
2330171,Beautiful/Sunny  (center),3356481,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14546,-8.6122,Entire home/apt,59,2,616,2024-11-08,4.74,23,337,37,90567/AL
2364929,Casa do Mirante,12079711,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1497,-8.61686,Entire home/apt,115,5,26,2022-07-21,0.20,1,66,0,21471/AL
2389777,"ExtendALL, PORTO Studio 2",4115877,Bruno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14343,-8.61845,Entire home/apt,95,1,16,2024-08-10,0.12,3,325,1,52937/AL
2428363,River Balcony Downtown,12412664,Dolores,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1446,-8.61896,Entire home/apt,50,3,188,2024-08-15,1.45,4,171,11,83553/AL
2440250,Francos' Relaxing Apt by metro w/ private parking,12474104,Sara,PORTO,Ramalde,41.16498,-8.63363,Entire home/apt,53,3,239,2024-11-02,1.84,3,340,25,19579/AL
2440339,studio apartment downtown 2 balcony,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14505,-8.60395,Entire home/apt,65,2,271,2023-10-23,2.08,17,311,0,6787/AL
2444887,O'Porto Main Street St Catarina 1,2812007,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14957,-8.60506,Entire home/apt,,2,457,2024-10-29,3.49,6,2,34,33469/AL
2483361,O'Porto Main Street St Catarina 2 DOWNTOWN,2812007,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15328,-8.60396,Entire home/apt,,2,330,2024-10-26,2.53,6,4,40,33475/AL
2483771,O'Porto Main Street St Catarina 2 Studio,2812007,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15201,-8.60551,Entire home/apt,,2,374,2024-10-24,2.88,6,4,41,33475/AL
2488617,APARTAMENTO DA BAIXA - 5636/AL,12736452,Pedro,PORTO,Bonfim,41.1548,-8.60466,Entire home/apt,50,4,95,2024-11-25,0.73,2,228,6,5636/AL
2492899,Almond Biscuit Porto  Historic Center,12759224,Confeitaria Primar,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14454,-8.6173,Entire home/apt,87,3,176,2024-12-12,1.35,5,239,24,5622/AL
2525651,Casa de praia muito charme#,12932081,Antonia,VILA NOVA DE GAIA,Madalena,41.10633,-8.65392,Entire home/apt,130,4,43,2024-08-30,0.37,1,76,11,55088/AL
2558177,Apartment with a shared garden,10364726,Manor House Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14182,-8.61118,Entire home/apt,158,1,376,2024-12-03,3.00,6,248,35,6067/AL
2569042,Charming Historic Center,3356481,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.145092,-8.612606,Entire home/apt,59,2,485,2024-11-09,3.72,23,45,26,90568/AL
2634829,Private House Mindelo,10988558,Fernando,VILA DO CONDE,Mindelo,41.30747,-8.73233,Entire home/apt,275,5,9,2024-07-26,0.08,1,364,1,
2641067,Hungarian Biscuits  Historic Center,12759224,Confeitaria Primar,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14939,-8.61838,Entire home/apt,87,3,171,2024-09-29,1.32,5,202,11,5595/AL
2643760,Luxury Apartment in Cardosas,4287899,Susete,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14584,-8.61158,Entire home/apt,65,1,288,2024-11-10,2.49,1,319,25,48354/AL
2652502,Porto city centre serviced studio,4092127,Andreia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15667,-8.60468,Entire home/apt,36,3,26,2019-08-23,0.20,4,301,0,42945/AL
2659893,Cardosas Design Flat,1143191,Carla,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14533,-8.61191,Entire home/apt,,3,192,2023-10-20,1.48,1,0,0,86479/AL
2675381,Charm and Cosy Apt Downtown,13697637,Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.160423278808594,-8.609968185424805,Entire home/apt,,3,34,2024-09-01,0.26,2,0,6,
2675556,Spacious Apartment with views,10364726,Manor House Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14187,-8.61116,Entire home/apt,149,2,310,2024-12-08,2.40,6,311,30,6056/AL
2689045,Zona Histórica de V.N.Gaia,10260327,Marco,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13727,-8.61048,Entire home/apt,280,2,215,2024-11-27,1.68,1,311,30,3007/AL
2691782,Alegria Apartment Porto Downtown,13776260,Francisco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15108,-8.60444,Entire home/apt,71,2,9,2024-06-11,0.07,4,250,2,4649/AL
2707363,Go2oporto @ A-Portoments III,399503,Go2oporto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14528,-8.61268,Entire home/apt,96,2,71,2024-04-27,0.55,11,365,3,38092/AL
2729922,Casa da Belavista 4- Foz Velha-Porto,3197326,Luís Manuel De Saldanha,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.14796,-8.66779,Entire home/apt,105,360,1,2019-09-06,0.02,2,307,0,
2747558,New Apartment with a small terrace,3277008,Bonjardim,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15807,-8.60679,Entire home/apt,73,1,62,2024-03-31,0.48,4,256,1,12279/Al
2750778,Studio flat in Porto city centre,4092127,Andreia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1554,-8.60569,Entire home/apt,34,3,33,2024-10-02,0.26,4,323,6,42945/AL
2761058,Flowerstreet54 - Attractive flat at centre,13337880,John,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.143497467041016,-8.6142578125,Entire home/apt,68,3,142,2024-11-30,1.14,2,72,35,41827/AL
2761419,Flowerstreet54 - Special flat next to Train& Metro,13337880,John,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1434326171875,-8.614296913146973,Entire home/apt,70,3,134,2024-11-25,1.13,2,52,25,41827/AL
2766251,OPO.APT - Art Deco Apartment 114-1,3838433,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15594,-8.62384,Entire home/apt,66,2,100,2024-10-09,0.78,7,340,3,12680/AL
2766311,OPO.APT - Pateo Apartment 114-0,3838433,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1558,-8.62379,Entire home/apt,69,2,47,2024-07-30,0.37,7,365,2,9667/AL
2772925,Apartment with three rooms for 6 people,8198249,Gonçalo,PORTO,Bonfim,41.16034,-8.59938,Entire home/apt,,2,1,2016-08-08,0.01,2,0,0,
2806663,Quarto duplo,4137086,Ilidia Elisa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15022,-8.61495,Private room,35,3,22,2024-09-07,0.17,4,167,3,
2821770,CASAS DO PORTO - Cosy Studio with Balcony,7474213,Olívia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14231,-8.6154,Entire home/apt,104,2,3,2016-08-23,0.02,8,289,0,6667/AL
2821866,CASAS DO PORTO - Romantic Apartment with Balcony,7474213,Olívia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14231,-8.6154,Entire home/apt,133,2,14,2023-09-04,0.11,8,262,0,6675/AL
1296281,Wine Hostel - 8 Bed  Mixed Dorm / Shared bathroom,7048197,Wine,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14635,-8.61604,Shared room,36,1,387,2024-12-09,3.03,6,335,39,55451/AL
1298881,GuestReady - Innvict Building,402191311,GuestReady,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.13976,-8.61587,Private room,66,1,337,2024-11-20,2.43,50,333,16,5620/AL
1299930,Cozy studio w/free parking - Oporto,7067789,Manuela,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13667,-8.61241,Entire home/apt,50,2,363,2024-11-07,2.64,2,299,48,71689/AL
1299933,Apartment center w/free parking,7067789,Manuela,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13693,-8.6137,Entire home/apt,80,2,288,2024-11-21,2.15,2,280,49,107800/AL
1302618,Mouzinho 134 - Historical Center - Grey,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14298,-8.61363,Entire home/apt,72,2,543,2024-12-08,3.91,9,365,40,6474/AL
1304318,5 minute walk to River Douro?,7090133,Pedro,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13471,-8.60955,Private room,,2,136,2017-12-08,1.00,1,0,0,
1306861,Mouzinho 134 - Historical Center - Brown,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,69,2,505,2024-12-09,3.63,9,360,26,6462/AL
1306890,Mouzinho 134 - Historical Center - Orange,3565697,Eugenia And Luis,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14295,-8.61372,Entire home/apt,79,2,634,2024-11-18,4.56,9,365,37,6475/AL
1317232,GuestReady - Innvict Building,2728741,Innvict,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14054,-8.61574,Private room,73,1,434,2024-12-09,3.14,1,347,53,5620/AL
